state,ship to county,ship to city,latitude,longitude,ship to number,ship to name,parent,nickname,nh3,uan,urea,an,truck,rail,unit train,rail line,barge,nh3storage,uanstorage,ureastorage,anstorage,nh32015,nh32016,nh32017,uan2015,uan2016,uan2017,urea2015,urea2016,urea2017,an2015,an2016,an2017
IL,MARSHALL,VARNA,41.0364236,-89.2261963,202163,AG VIEW FS INC,100170,,yes,yes,no,no,yes,no,no,n/a,no,170,500,0,0,725.38,419.86,165.56,349.95,376.01,0,0,0,0,0,0,0
IL,BUREAU,OHIO,41.5575349,-89.4609276,202165,AG VIEW FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,220,0,0,0,747.03,547.1,103.88,0,0,0,0,0,0,0,0,0
IL,BUREAU,WALNUT,41.5567012,-89.5934315,202166,AG VIEW FS,100053,,no,yes,no,no,yes,no,no,n/a,no,0,1900,0,0,960.7,"1,349.24",415.46,510.39,"1,425.16",26.25,0,0,0,0,0,0
IL,PUTNAM,MCNABB,41.1769799,-89.2092522,202167,AG VIEW FS,0,,yes,no,no,no,yes,no,no,n/a,no,160,0,0,0,235.24,63.66,21.78,0,0,0,0,0,0,0,0,0
IL,STARK,TOULON,41.0936482,-89.8648284,202168,AG VIEW FS INC,100053,,no,yes,no,no,yes,no,no,n/a,no,0,400,0,0,482.1,341.74,20.99,318.72,0,0,0,0,0,0,0,0
IL,LEE,AMBOY,41.7141997,-89.3287061,202172,AG VIEW FS INC,100170,,yes,yes,no,no,yes,no,no,n/a,no,390,500,0,0,786.78,913.58,"1,565.51",258.58,414.92,24.33,0,0,0,0,0,0
IL,BUREAU,LA MOILLE,41.5317006,-89.2798104,202174,AG VIEW FS INC,100053,,no,yes,no,no,yes,no,no,n/a,no,0,3400,0,0,"1,152.42","1,410.01",508.89,994.35,"2,616.81",0,0,0,0,0,0,0
IL,BUREAU,BUDA,41.3261476,-89.6789874,202176,AG VIEW FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,340,1100,0,0,"1,650.50","2,139.97",709.52,0,827.23,24.26,0,0,0,0,0,0
IL,PUTNAM,HENNEPIN,41.2542033,-89.3423112,202177,AG VIEW FS INC,unmatched,,no,yes,no,no,yes,no,no,n/a,no,0,400,0,0,0,0,0,0,0,276.56,0,0,0,0,0,0
IL,LEE,AMBOY,41.7141997,-89.3287061,202178,AG VIEW FS INC,100053,,no,yes,no,no,yes,no,no,n/a,no,0,500,0,0,786.78,913.58,"1,565.51",258.58,414.92,24.33,0,0,0,0,0,0
IL,MARSHALL,SPARLAND,41.0286474,-89.4384235,202179,AG VIEW FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,200,0,0,0,339.4,243.76,0,0,0,0,0,0,0,0,0,0
MT,HILL,KREMLIN,48.5697169,-110.0865991,202183,AG WISE INC,0,,no,yes,yes,no,yes,yes,no,IRVT,no,0,500,5500,0,0,0,0,389.43,391.03,0,"2,554.98","2,322.90","4,200.92",0,0,0
TX,CARSON,PANHANDLE,35.3456038,-101.3804447,202185,AGARIAN MANAGEMENT,0,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,76.3,49.97,0,0,0,0,0,0,0
IN,DELAWARE,EATON,40.3403206,-85.3508046,202186,AGBEST COOPERATIVE INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,97.1,0,115.31,0,0,0,0,0,0,0,0,0
IN,DELAWARE,EATON,40.3403206,-85.3508046,202187,AGBEST LLC,0,,yes,no,no,no,yes,no,no,n/a,no,190.5,0,0,0,97.72,0,61.44,0,0,0,0,0,0,0,0,0
IN,JAY,DUNKIRK,40.7564288,-86.3936115,202188,AGBEST LLC,0,,yes,no,no,no,yes,no,no,n/a,no,212,0,0,0,120.47,558.12,595.06,0,0,0,0,0,0,0,0,0
IN,BLACKFORD,HARTFORD CITY,40.4511541,-85.369972,202189,AGBEST LLC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,"1,571.85",0,0,0,0,0,0,0,0,0
IN,DELAWARE,GASTON,40.3139311,-85.5005278,202191,AGBEST LLC,0,,yes,no,no,no,yes,no,no,n/a,no,273.105,0,0,0,642.23,61.72,410.77,0,0,0,0,0,0,0,0,0
KS,LYON,EMPORIA,38.403903,-96.1816626,202193,AGCHOICE,100400,,no,yes,no,no,yes,no,no,n/a,no,0,500,0,0,290.54,215.07,78.02,196.92,386.84,78.87,0,0,0,0,0,0
MO,ATCHISON,ROCK PORT,40.4111122,-95.5169286,202194,AGCHOICE ROCKPORT,100400,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,136.05,843.68,610.59,0,0,0,0,0,0,0,0,0
KS,RUSSELL,DORRANCE,38.8466777,-98.5895156,202196,AGCO INC,100171,,yes,yes,yes,no,yes,no,no,n/a,no,75,100,100,0,353.38,659.16,129.65,70.42,88.87,0,55.78,26.57,0,0,0,0
MT,ROOSEVELT,FROID,48.3344669,-104.4960658,202199,AG PARTNERS,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,101.08,190.53,0,0,0,0,0,0,0,0,0,0
SD,HUTCHINSON,PARKSTON,43.3988755,-97.9836831,202200,AGLAND COOP INC,100804,,no,yes,yes,no,yes,no,no,n/a,no,0,700,800,0,0,0,0,503.27,196.28,35.67,601.17,0,341.07,0,0,0
SD,DOUGLAS,DELMONT,43.2674898,-98.1622978,202201,AGLAND COOP INC,0,,no,yes,yes,no,yes,no,no,n/a,no,0,300,4500,0,0,0,0,206.46,79.61,77.41,343.9,0,"3,477.35",0,0,0
OH,MAHONING,CANFIELD,41.0250584,-80.7609121,202206,AGLAND COOP INC,100053,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,0,95.89,103.74,0,0,0,0,0,0
OH,MAHONING,BELOIT,40.9231141,-80.9937025,202208,AGLAND CO-OP INC,100053,,no,yes,no,no,yes,no,no,n/a,no,0,2000,0,0,0,0,0,"1,105.87","1,503.25",0,0,0,0,0,0,0
IL,PEORIA,MONICA,40.9236481,-89.8231608,202209,AG-LAND FS INC,100053,,no,yes,no,no,yes,no,no,n/a,no,0,1800,0,0,618.32,157.9,341.52,"1,403.80",200.71,0,0,0,0,0,0,0
IL,LOGAN,LINCOLN,40.1483768,-89.3648183,202210,AG-LAND FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,210,700,0,0,"1,791.14",749,327.9,90.47,526.84,0,0,0,0,0,0,0
IL,PEORIA,HANNA CITY,40.6917043,-89.7951061,202211,AG-LAND FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,220,1000,0,0,965.04,832.69,180.44,798.64,636.67,0,0,0,0,0,0,0
IL,TAZEWELL,TREMONT,40.5275392,-89.4925979,202212,AG-LAND FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,220,900,0,0,352.84,317.96,0,680.53,349.05,75.18,0,0,0,0,0,0
IL,LOGAN,NEW HOLLAND,40.1847671,-89.580938,202214,AG-LAND FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,265,200,0,0,"1,531.05","1,676.04",290,89.28,158.13,0,0,0,0,0,0,0
IL,LOGAN,HARTSBURG,40.2508762,-89.440933,202215,AG-LAND FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,130,1000,0,0,"1,053.53","1,054.03",98.61,762.22,495.07,0,0,0,0,0,0,0
IL,TAZEWELL,GREEN VALLEY,40.4075408,-89.6428829,202216,AG-LAND FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,195,1500,0,0,"1,250.62","1,130.35",731.41,"1,083.94","1,178.37",59.94,0,0,0,0,0,0
IL,TAZEWELL,ARMINGTON,40.3389293,-89.3114813,202217,AG-LAND FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,270,1000,0,0,"1,394.93","1,769.17",717.96,591.84,802.26,180.78,0,0,0,0,0,0
CO,WELD,EATON,40.5302582,-104.7113542,202218,AGFINITY INC,100292,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,0,0,25.39,0,0,0
CO,WELD,GILCREST,40.2819266,-104.7777472,202219,AGFINITY INC,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,0,0,25.06,0,0,0
NE,ADAMS,ROSELAND,40.4702922,-98.5592316,202222,AGP GRAIN MARKETING LLC,100645,,yes,no,no,no,yes,no,no,n/a,no,175,0,0,0,299.18,0,0,0,36.77,0,0,0,0,0,0,0
ND,STUTSMAN,JAMESTOWN,46.9105438,-98.7084357,202227,HELENA CHEMICAL COMPANY,unmatched,,no,no,yes,no,yes,no,no,n/a,no,0,0,1000,0,0,0,0,0,0,0,0,0,749.65,0,0,0
MS,FORREST,HATTIESBURG,31.3271189,-89.2903392,202233,AGRI-AFC LLC,100174,,no,no,yes,no,yes,no,no,n/a,no,0,0,1000,0,0,0,0,0,0,0,790.67,586.6,140.1,0,0,0
GA,BURKE,WAYNESBORO,33.0898731,-82.0156736,202234,AGRI-AFC LLC,100174,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,99.91,0,0,0,0,0
MS,PIKE,FOXWORTH,31.238233,-89.868692,202237,AGRI-AFC LLC,100174,,no,yes,no,no,no,yes,no,CN,no,0,800,0,0,0,0,0,0,591.75,0,0,0,0,0,0,0
AL,BALDWIN,LOXLEY,30.6182476,-87.7530454,202239,AGRI-AFC LLC,100174,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,100.36,0,0,0,0,0,0,0,0
MS,PIKE,MAGNOLIA,31.1432328,-90.4587081,202240,AGRI-AFC LLC,100174,,no,yes,yes,yes,yes,no,no,n/a,no,0,100,2600,2300,0,0,0,75.78,22.55,0,"2,030.69",452.49,0,"1,739.74","1,560.54",795.8
GA,MITCHELL,CAMILLA,31.2312933,-84.2104611,202244,AGRI-AFC LLC,100174,,no,no,no,yes,no,yes,no,GFRR,no,0,0,0,1300,0,0,0,0,0,0,25.83,0,0,997.38,997.4,198.65
MT,CASCADE,GREAT FALLS,47.5002354,-111.3008083,202248,AGRI BASICS FERTILIZER INC,100237,,no,no,yes,no,yes,no,no,n/a,no,0,0,1800,0,0,0,0,0,0,0,"1,353.25",961.78,0,0,0,0
IL,WASHINGTON,OAKDALE,38.2617174,-89.5014792,202261,GATEWAY FS INC,100053,,no,yes,no,no,yes,no,no,n/a,no,0,300,0,0,0,0,0,25.78,202.96,23.18,0,0,0,0,0,0
KS,SALINE,GYPSUM,38.7055591,-97.4280856,202262,AGRI PRODUCERS INC,0,,yes,yes,no,no,yes,no,no,n/a,no,182.1435,100,0,0,64.9,0,0,50.98,24.98,0,25.54,0,0,0,0,0
KS,MARION,TAMPA,38.5472314,-97.1530774,202264,AGRI PRODUCERS INC,0,,yes,yes,yes,no,yes,no,no,n/a,no,83.1725,400,200,0,21.66,0,0,51.48,339.69,0,137.51,26.89,27.32,0,0,0
KS,DICKINSON,CARLTON,38.6872259,-97.2933586,202265,AGRI PRODUCERS INC,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,20.04,0,0,0,0,0,0,0,53.67,0,0,0
KS,DICKINSON,HERINGTON,38.671119,-96.9425139,202266,AGRI TRAILS COOP,0,,yes,no,yes,no,yes,no,no,n/a,no,39.7,0,100,0,0,0,0,0,0,0,53.41,0,52.7,0,0,0
OK,CARTER,ARDMORE,34.1742611,-97.1436254,202267,AGRI PRODUCTS INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,42.11,0,0,0,0,0,25.18,0,0,0,0
MO,CHARITON,BRUNSWICK,39.4233577,-93.1304782,202269,AGRI SERVICE OF BRUNSWICK LLC,100400,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,81.06,772.06,550.26,0,0,0,0,0,0,0,0,0
MO,CHARITON,MENDON,39.5897465,-93.1346462,202270,AGRI SERVICES OF BRUNSWICK LLC,100178,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,142.66,445.78,242.93,0,0,0,0,0,0,0,0,0
MO,LACLEDE,LEBANON,39.0694853,-92.2210138,202271,AGRI SERVICES OF LEBANON,unmatched,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,0,0,49.93,0,0,0
AL,HOUSTON,COLUMBIA,31.2926762,-85.1115965,202274,CHATTAHOOCHE RIVER TERMINAL,unmatched,,no,no,no,yes,no,yes,no,BAYL,no,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,"1,000.30","3,994.75"
AL,HOUSTON,DOTHAN,31.2232313,-85.3904889,202275,AGRI-AFC LLC,100174,,no,no,yes,yes,yes,yes,no,BAYL,no,0,0,400,12000,0,0,0,0,0,0,312.3,328.63,0,"9,263.20","8,473.08","2,999.80"
SD,BRULE,CHAMBERLAIN,43.810828,-99.3306556,202276,AGRI-AIR INC,100237,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,0,27.35,59.22,0,0,0
MT,CHOUTEAU,FORT BENTON,47.8183031,-110.6674365,202277,AGRIBASICS CO,100237,,no,no,yes,no,yes,no,no,n/a,no,0,0,1400,0,0,0,0,0,0,0,"1,047.71",474.42,196.25,0,0,0
ON,CANADIAN,HAMILTON,43.2667,-79.9,202280,AGRICO CANADA LTD,0,,no,yes,yes,no,yes,yes,no,CN,no,0,65000,1800,0,0,0,0,"42,049.39","49,997.66","44,264.85","1,405.49","1,091.58",0,0,0,0
ON,CANADA,ST THOMAS,42.77826739,-81.1882782,202281,AGRICO CANADA LIMITED,100176,,no,yes,no,no,yes,yes,no,CN,no,0,11500,0,0,0,0,0,"6,696.90","8,819.58",0,0,0,0,0,0,0
MB,CANADIAN,OAK BLUFF,49.77359834,-97.3220587,202282,AGRICO CANADA L.P.,100176,,no,no,yes,no,yes,yes,no,CN,no,0,0,11000,0,0,0,0,0,0,0,"8,440.43","5,151.43","4,079.98",0,0,0
NE,HOLT,PAGE,42.4008369,-98.4173022,202283,AGRICULTURAL SERVICES INC,100177,,yes,yes,yes,no,yes,no,no,n/a,no,85,2400,400,0,200.87,86.74,0,"1,527.08","1,840.28",0,0,0,321.99,0,0,0
NE,MERRICK,ARCHER,41.1652914,-98.1358939,202284,AGRICULTURAL SERVICES INC,100177,,yes,yes,yes,no,yes,no,no,n/a,no,26,3100,300,0,0,0,0,"2,351.33",26.02,550.19,0,0,241.47,0,0,0
AL,MONTGOMERY,MONTGOMERY,32.3668052,-86.2999689,202285,AGRICULTURAL SERVICES INC,100174,,no,no,no,yes,yes,yes,no,CSXT,no,0,0,0,15600,0,0,0,0,0,0,0,0,0,"8,671.88","11,974.96","7,091.52"
NE,HALL,DONIPHAN,40.7719572,-98.3695069,202286,AGRICULTURAL SERVICES INC,100177,,yes,yes,yes,no,yes,no,no,n/a,no,65.5,200,100,0,514.08,0,0,126.34,0,50.62,0,0,64.18,0,0,0
NE,HOWARD,BOELUS,41.0739015,-98.7156316,202287,AGRICULTURAL SERVICES INC,100177,,yes,yes,yes,no,yes,no,no,n/a,no,65.5,200,100,0,314.79,88.67,22.02,151.47,0,102.06,0,0,86.48,0,0,0
CA,YOLO,WOODLAND,38.6785157,-121.7732971,202289,AGRIFORM DIVISION OF TREMONT GROUP,100094,,no,yes,no,no,no,yes,no,CFNR,no,0,6400,0,0,0,0,0,"4,894.95","3,130.18","1,373.65",0,0,0,0,0,0
IA,POTTAWATTAMIE,AVOCA,41.4766571,-95.3380549,202291,AGRILAND F S INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,245,100,0,0,"2,512.14","2,656.48","2,527.87",0,0,99.98,0,0,0,0,0,0
IA,SHELBY,HARLAN,41.653044,-95.3255541,202292,AGRILAND F S INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,335,400,0,0,39.5,95.38,0,0,0,306.28,0,0,0,0,0,0
IA,HARRISON,LOGAN,41.6430459,-95.7888975,202293,AGRILAND F S INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,330,600,0,0,"2,374.18","1,867.70","1,630.18",450.98,330.39,177.1,0,0,0,0,0,0
IA,MILLS,MALVERN,41.002776,-95.5852781,202294,AGRILAND F S INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,200,300,0,0,429.38,257.63,154.05,0,0,207.45,0,0,0,0,0,0
IA,CASS,GRISWOLD,41.234991,-95.1374929,202295,AGRILAND F S INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,290,100,0,0,"1,726.34","1,389.27",868.07,0,0,74.32,0,0,0,0,0,0
IA,DALLAS,LINDEN,41.6444317,-94.2691286,202296,AGRILAND FS,100053,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,"1,237.88",134.52,0,0,0,0,0,0,0,0,0,0
IA,TAYLOR,LENOX,40.8816547,-94.5619095,202297,AGRILAND FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,155,0,0,0,157.21,194.38,57.54,0,0,0,0,0,0,0,0,0
IA,ADAIR,ORIENT,41.203044,-94.4146845,202298,AGRILAND FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,390,0,0,0,"1,907.01","1,438.27",840.31,0,0,0,0,0,0,0,0,0
IA,HARRISON,MISSOURI VALLEY,41.556381,-95.8877881,202304,AGRILAND FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,110,900,0,0,"1,680.87","1,402.49",641.96,701.02,625.79,126.94,0,0,0,0,0,0
IA,MAHASKA,OSKALOOSA,41.296395,-92.6443593,202307,AGRILAND FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,255,0,0,0,19.35,77.16,0,0,0,0,0,0,0,0,0,0
IA,WARREN,INDIANOLA,41.3580484,-93.5574376,202308,AGRILAND FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,240,0,0,0,891.44,119.98,528.99,0,0,0,0,0,0,0,0,0
IA,WASHINGTON,CRAWFORDSVILLE,41.21456,-91.53731,202310,AGRILAND FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,365,0,0,0,336.8,472.56,181.44,0,0,0,0,0,0,0,0,0
IA,JEFFERSON,FAIRFIELD,41.0086312,-91.9626727,202311,AGRILAND FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,205,0,0,0,473.02,214.1,257.6,0,0,0,0,0,0,0,0,0
IA,KEOKUK,HEDRICK,41.1725134,-92.3087945,202313,AGRILAND FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,190,0,0,0,78.82,98.14,0,0,0,0,0,0,0,0,0,0
IA,WAYNE,HUMESTON,40.858892,-93.4974371,202316,AGRILAND FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,355,0,0,0,174.04,117.69,0,0,0,0,0,0,0,0,0,0
IA,MADISON,WINTERSET,41.3308237,-94.0138393,202317,AGRILAND FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,330,0,0,0,"1,401.30",157.61,257.1,0,0,0,0,0,0,0,0,0
IA,WASHINGTON,WASHINGTON,42.7477507,-93.2713135,202318,AGRILAND FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,200,0,0,0,175.37,121.5,61.22,0,0,0,0,0,0,0,0,0
IA,CLARKE,MURRAY,41.0416602,-93.9493915,202320,AGRILAND FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,225,0,0,0,389.11,231.25,78.06,0,0,0,0,0,0,0,0,0
IA,APPANOOSE,MORAVIA,40.8908444,-92.8151962,202322,AGRILAND FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,220,0,0,0,19.53,41.04,0,0,0,0,0,0,0,0,0,0
IA,DAVIS,BLOOMFIELD,40.7516884,-92.4149074,202323,AGRILAND FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,105,0,0,0,248.71,40.29,0,0,0,0,0,0,0,0,0,0
IA,WAYNE,CORYDON,41.7474877,-93.6874432,202324,AGRILAND FS INC,0,,yes,no,no,no,yes,no,no,n/a,no,85,0,0,0,0,40.87,0,0,0,0,0,0,0,0,0,0
IA,SHELBY,HARLAN,41.653044,-95.3255541,202326,AGRILAND FS INC-CORLEY,100053,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,"2,946.31","2,981.30",952.79,0,0,0,0,0,0,0,0,0
IN,WAYNE,HAGERSTOWN,39.9111577,-85.1616315,202332,CHS INC,100292,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,138.56,60.69,0,0,0,0,0,0,0,0,0,0
IL,IROQUOIS,CRESCENT CITY,40.7700351,-87.8589251,202335,UNITED PRAIRIE,0,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,"1,103.61",118.29,0,50.49,0,0,0,0,0,0,0,0
WI,FOND DU LAC,RIPON,43.8422049,-88.8359447,202341,COUNTRY VISIONS COOP,0,,no,yes,no,no,no,yes,no,WSOR,no,0,1300,0,0,0,0,0,982.38,975.3,0,0,0,0,0,0,0
IL,CLINTON,CARLYLE,38.6103264,-89.3725796,202343,GATEWAY FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,7,400,0,0,0,0,0,317.68,250.13,90.98,0,0,0,0,0,0
IL,WASHINGTON,NASHVILLE,38.3436612,-89.3806398,202344,GATEWAY FS INC,100053,,no,yes,no,no,yes,no,no,n/a,no,0,1000,0,0,692.18,"1,066.72","1,006.31",613.26,795.47,228.18,0,0,0,0,0,0
IL,CLINTON,BREESE,38.6106042,-89.5270306,202346,GATEWAY FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,299,500,0,0,"1,005.09",473.95,514,295.78,405.29,92.28,0,0,0,0,0,0
ON,CANADIAN,BRIGDEN,42.81322,-82.282338,202349,AGRIS COOP BRIGDEN,100053,,no,yes,yes,no,yes,no,no,n/a,no,0,1300,500,0,0,0,0,252.09,421.61,975.29,380.52,329.72,0,0,0,0
ON,CANADA,DUTTON,42.66,-81.5,202350,AGRIS COOPERATIVE,100053,,no,yes,yes,no,yes,no,no,n/a,no,0,1500,500,0,0,0,0,791.75,"1,150.36",631.77,391.44,0,0,0,0,0
ON,CANADA,CHATHAM,42.4,-82.2,202351,AGRIS COOPERATIVE LTD,100053,,no,yes,yes,no,yes,no,no,n/a,no,0,1000,1600,0,0,0,0,354.42,769.13,288.57,267.99,"1,263.33",0,0,0,0
ND,MCHENRY,DEERING,48.3955721,-101.0518201,202353,AGRITEC INC,100320,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,675.53,678.76,793.29,0,0,0,0,0,0,0,0,0
WI,CHIPPEWA,BLOOMER,45.1002389,-91.4887724,202356,AGRI-TECH SERVICES INC,100292,,no,yes,yes,no,yes,no,no,n/a,no,0,100,700,0,0,0,0,69.71,69.11,23.43,505.05,184.48,26.24,0,0,0
IL,HANCOCK,NIOTA,40.6175416,-91.2879275,202358,AGRIUM,100561,,no,no,no,no,no,no,no,n/a,yes,0,0,0,0,"24,859.11","24,789.23","4,978.21",0,0,0,0,0,0,0,0,0
AL,TALLADEGA,SYLACAUGA,33.1731716,-86.2516406,202362,AGRIUM ADVANCED TECHNOLOGIES,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,25,22.38,48.07,0,0,0
AB,CANADIAN,COUTTS,49.037919,-111.397018,202367,AGRIUM INC,101322,,no,no,yes,no,yes,no,no,n/a,no,0,0,400,0,0,0,0,0,0,0,0,343.2,0,0,0,0
OH,HAMILTON,NORTH BEND,39.1525576,-84.7480038,202369,AGRIUM US INC,101004,,no,no,no,no,no,no,no,n/a,yes,0,0,0,0,"19,772.55","15,714.83","20,640.52",0,0,0,0,0,0,0,0,0
IL,MORGAN,MEREDOSIA,39.8311579,-90.5595708,202372,AGRIUM US INC,101004,,no,yes,no,no,no,no,no,n/a,yes,0,12400,0,0,"29,732.81","25,277.59","9,885.70","2,969.90","9,525.69","3,140.45",0,0,0,0,0,0
NE,GAGE,BEATRICE,40.2680555,-96.7469704,202375,AGRIUM US INC,unmatched,,no,no,no,no,no,no,no,n/a,no,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0
BC,CANADA,DAWSON CREEK,55.76,-120.24,202382,AGRO SOURCE LTD,101465,,no,no,yes,no,no,yes,no,CN,no,0,0,2000,0,0,0,0,0,0,0,"1,508.93","1,102.65",0,0,0,0
MB,CANADA,CARMAN,49.5,-98,202384,CROP PRODUCTION SERVICES CANADA,101360,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,192.7,68.91,69.23,0,0,0,0,0,0,0,0,0
TX,LAMPASAS,LAMPASAS,31.063784,-98.1816957,202385,AGRO TECH SERVICE INC,0,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0
SK,CANADA,FOX VALLEY,50.463824,-109.473568,202397,AGROW CROP SERVICES,0,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,96.24,48.56,0,0,0,0
WI,DUNN,COLFAX,44.9974614,-91.7271154,202398,AGROW SERVICE INC,0,,no,yes,yes,no,yes,no,no,n/a,no,0,400,100,0,0,0,0,25.06,307.54,26.72,0,25.99,79.49,0,0,0
CA,SANTA BARBARA,SANTA MARIA,34.1313951,-118.5745291,202399,AGRX,100094,,no,yes,no,no,no,yes,no,SMV,no,0,2600,0,0,0,0,0,"1,972.85",980.3,194.95,0,0,0,0,0,0
IA,BREMER,SUMNER,42.8474801,-92.0915633,202402,AGVANTAGE F S INC,100053,,yes,no,no,no,yes,no,no,n/a,no,55,0,0,0,179.35,94.81,645.61,0,0,0,0,0,0,0,0,0
IA,FLOYD,NORA SPRINGS,43.1427467,-93.0043669,202403,AGVANTAGE FS,100053,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,181.74,0,0,22.08,0,0,0,0,0,0,0
IA,FLOYD,CHARLES CITY,43.0663613,-92.6724112,202404,AGVANTAGE FS,100053,,yes,yes,no,no,yes,no,no,n/a,no,115,500,0,0,421.48,120.16,344.58,0,373.43,0,0,0,0,0,0,0
IA,GRUNDY,GRUNDY CENTER,42.3616501,-92.7685327,202405,AGVANTAGE FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,150,0,0,0,677.67,476.91,311.8,0,0,0,0,0,0,0,0,0
IA,CLINTON,LOW MOOR,41.8016967,-90.3548535,202406,AGVANTAGE FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,155,0,0,0,157.2,488.54,199.27,0,0,0,0,0,0,0,0,0
IA,JONES,ONSLOW,42.1069559,-91.0151466,202407,AGVANTAGE FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,110,0,0,0,19.4,157.16,0,0,0,0,0,0,0,0,0,0
IA,CLINTON,WHEATLAND,41.8316906,-90.8382014,202408,AGVANTAGE FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,235,0,0,0,40.2,431.59,394.04,0,0,0,0,0,0,0,0,0
IA,JOHNSON,LONE TREE,41.4880775,-91.425994,202409,AGVANTAGE FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,90,200,0,0,0,0,0,22.07,137.62,0,0,0,0,0,0,0
IA,CLINTON,DELMAR,42.0022453,-90.6070804,202410,AGVANTAGE FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,115,0,0,0,0,19.3,0,0,0,0,0,0,0,0,0,0
IA,FLOYD,NORA SPRINGS,43.1427467,-93.0043669,202411,AGVANTAGE FS INC,100053,,yes,yes,no,no,yes,no,no,n/a,no,150,1500,0,0,882.74,445.2,454.36,0,"1,186.11",0,0,0,0,0,0,0
IA,FRANKLIN,HAMPTON,42.7419176,-93.2024233,202412,AGVANTAGE FS INC,100053,,yes,no,no,no,yes,no,no,n/a,no,250,0,0,0,666.8,522.83,202.93,0,0,0,0,0,0,0,0,0
